general_name,count_products,ingred_FPro,ingred_normalization_term
van fruit juice blend,2,0.859851852,0.45
boysenberry,2,0.859431111,1.25
fruit juice concentrate for color,2,0.859125731,0.226190476
blend sweet potato,2,0.858944445,2
wonton wrapper,2,0.858638889,1
select potato,2,0.858380093,2
thamin mononitrate,2,0.858280952,0.291666667
vanilla by USa,2,0.857766667,0.277777778
pistachio ice cream,2,0.857666667,2
garlic paste,2,0.856129629,0.416666667
ancho chili,2,0.856013889,0.201680672
cone coating,2,0.855916667,0.285714286
bacillus coagulan 6086 vitamin,2,0.855911111,0.202020202
vegetable mix,2,0.855794872,1.083333333
dough cauliflower,2,0.854972222,2
filling mozzarella cheese,2,0.854972222,0.153846154
beetroot red,2,0.854971014,0.191666667
enzyme parmesan,2,0.854413044,0.174242424
dough semolina,2,0.853995371,2
milk calcium,2,0.853951852,0.1875
bha propyl gallate with citric acid,2,0.853929293,0.366666667
serrano chili pepper,2,0.853497531,0.45
lactitol,2,0.853361111,0.4
elbow,2,0.853138889,2
mango ice cream,2,0.852444444,2
egg white protein blend,2,0.852425926,0.5
cookie crumb with chocolate,2,0.852361111,0.5
hibiscus flower powder,2,0.852333333,0.142857143
lemon puree concentrate,2,0.852277778,0.222222222
tofu powder,2,0.851111112,0.285714286
blue raspberry,2,0.851012698,0.145833333
torula yeast protein,2,0.850777778,0.181818182
soybean powder,2,0.85039899,0.366666667
egg white isolate,2,0.85024359,0.325
cake yeast,2,0.849953202,0.167832168
coconut vinegar,2,0.849752513,0.416666667
goji berry powder,2,0.848790123,1.125
yellow cheddar cheese,2,0.848680556,0.222222222
cracker flour,2,0.848646412,1.142857143
liqueur,2,0.848361112,0.285714286
bourbon whiskey,2,0.847675926,0.333333333
chocolate creme cooky,2,0.847648148,0.3
spinach ravioli,2,0.847388889,1
s beef stock,2,0.846856559,0.201680672
peanut butter center,2,0.846777778,2
acerola extract,2,0.846101533,0.139423077
chicken enchilada,2,0.845888889,1
pepper in water,2,0.845888889,0.166666667
cardamon oleoresin,2,0.845864197,0.075
pomegranate flavor,2,0.845793056,0.533333333
acini di pepe pasta,2,0.845694444,0.5
walnut piece,2,0.845111111,0.30952381
cream topping cream,2,0.845007024,0.188311688
chocolate fudge cream,2,0.844951852,0.125
palm kernel fat,2,0.843846406,0.163461538
kefir,2,0.84325,2
parmesan cheese cow milk,2,0.843202137,0.1625
at s,2,0.842944445,0.333333333
aluminum leavening,2,0.842185185,0.4
dough relaxer,2,0.841972222,0.153846154
chocolatey chip,2,0.841944444,0.5
canna oil yeast,2,0.841851852,0.285714286
soy nut,2,0.841528424,0.11025641
fe style sauce,2,0.841361111,1
stone ground corn masa,2,0.840817252,1.055555556
with sugar,2,0.839916666,0.666666667
annatto powder,2,0.83850896,0.132478632
dark chocolatey coating,2,0.838467593,1
muffin,2,0.837990741,2
veggie sausage patty,2,0.837990741,1
rice water,2,0.837681818,0.366666667
harissa blend,2,0.837253968,0.583333333
rice powder,2,0.837109849,0.392857143
coconut liquid amino,2,0.836977778,0.416666667
sorghum extract,2,0.836583334,0.333333333
margarine blend,2,0.836162037,0.5
ammonium carbonate,2,0.836019445,0.166666667
each guar gum,2,0.835796296,0.375
yeast starter,2,0.835789682,0.583333333
raspberry juice from concentrate,2,0.835529101,0.7
sunflower milk,2,0.835055556,2
cold olive oil,2,0.834818182,0.183333333
parmesan flavor,2,0.834696025,0.21978022
concentrated mango pulp,2,0.834337963,0.5
concentrated juice cherry,2,0.834333334,0.285714286
chicken patty,2,0.834326389,1
italy,2,0.834305556,1
pepperoni except for those in sea salt,2,0.833661616,0.366666667
fat ice cream,2,0.833472223,2
chipotle seitan,2,0.833287037,1
wrap water,2,0.833287037,0.111111111
four cheese blend,2,0.833203704,0.45
meal,2,0.833158624,0.833333333
fig chunk,2,0.833055556,0.666666667
p roqueforti i,2,0.832569444,0.25
stabilizer xanthan gum,2,0.832261111,0.21978022
cut green bean,2,0.83139372,0.174242424
food gum,2,0.831265088,0.08781362
enzyme cellulose,2,0.830961988,0.215909091
chicken chicken breast meat,2,0.830159722,2
gnocchi,2,0.829599537,2
sea slat,2,0.829571428,0.194444444
with natural flavor,2,0.829338034,0.30952381
raspberry cranberry,2,0.829053935,0.444444444
hatch valley green chile,2,0.828712368,0.5
tabasco br,2,0.828456799,0.138528139
glucose fructose syrup,2,0.828055555,0.444444444
carnaroli rice,2,0.827981482,2
honey topping pizza sauce,2,0.827799074,0.166666667
citric acid in pork fatbeef oil,2,0.827777778,0.111111111
lemongrass tea,2,0.827407407,0.125
culture milk,2,0.827320062,0.75
in building,2,0.827249153,0.114379085
garlic oil blend,2,0.827194445,0.2
kasoori methi,2,0.826884824,0.097619048
fiber from tapioca,2,0.826681482,2
bourbon type flavor,2,0.826259259,0.1875
pumpkin seed meal,2,0.826198148,0.666666667
steak sauce,2,0.826168651,0.583333333
donut piece,2,0.825955556,0.416666667
stone ground blue corn,2,0.82530876,1.04
garlic onion,2,0.824625926,0.257575758
dextorse,2,0.824580247,0.45
vegetable juice extract,2,0.823640523,0.242857143
soy lechithin,2,0.823446759,0.222222222
pork pizza topping,2,0.823416667,0.25
pork sirloin hip with water,2,0.823416667,0.2
durum semolina niacin,2,0.822717593,1.5
bone chicken breast with rib meat wheat flour water wheat flour,2,0.822611111,2
sea salt corn starch cane sugar salt wheat gluten yellow corn flour onion powder garlic powder yeast soybean oil chicken stock palm oil white pepper baking soda yeast extract paprika paprika extract,2,0.822611111,1
milk powder mix,2,0.822592592,1
tangle powder,2,0.821951389,0.285714286
tangle extract,2,0.821951389,0.25
maltose syrup,2,0.821951389,0.2
grain dijon mustard,2,0.8218125,0.666666667
honey coating,2,0.821634921,0.14
imitation crab meat,2,0.821252315,1.333333333
cheese sauce powder,2,0.820805556,0.19047619
cocoa butter flavor,2,0.820622222,0.277777778
ladyfinger,2,0.820491667,0.4
garlic flake,2,0.820467763,0.291666667
cold virgin coconut oil,2,0.820392064,0.583333333
shiitake mushroom extract powder,2,0.820344577,0.583333333
poke sauce,2,0.82025,0.666666667
poke seasoning,2,0.82025,0.5
microground coffee,2,0.819805555,0.416666667
process cheddar cheese blend,2,0.81975,0.333333333
beef crumble beef crumble,2,0.81975,0.25
type beef flavor,2,0.81975,0.083333333
grill flavor from vegetable oil,2,0.81975,0.071428571
diglyceride with citric acid,2,0.819481482,0.170454545
monoglyceride with citric acid,2,0.819481482,0.170454545
mozzarella flavor,2,0.819190385,0.30952381
spicy brown mustard,2,0.819022685,0.4
all yeast,2,0.81890463,0.333333333
torula yeast extract,2,0.818666667,0.145833333
onion1,2,0.818134465,0.233766234
green chili,2,0.818132478,0.154761905
apple vinegar,2,0.818083333,0.153846154
sausage seasoning,2,0.817880019,0.215909091
tomato flour tortilla,2,0.817870371,2
banana base,2,0.816828704,0.4
tomato concentrate tomato,2,0.816657407,0.4
soybeansunflower,2,0.816574074,0.25
penicillium roquefortii,2,0.816471348,0.116883117
adobo sauce,2,0.81532187,0.190909091
salt spice,2,0.815120773,0.174242424
in a calcium alginate casing,2,0.815,0.117647059
lime pulp,2,0.814055556,0.333333333
portobello,2,0.813859259,0.833333333
di pepe,2,0.813666667,0.5
instant,2,0.813572917,0.533333333
egg white solid,2,0.813429487,0.247619048
vermont farm padano cheese,2,0.8131,0.267857143
soybean concentrate,2,0.812861111,0.333333333
oil garlic,2,0.812436027,0.121323529
black carrot concentrate,2,0.811821627,0.666666667
spice flavor,2,0.811820078,0.215909091
tomato pureee,2,0.811646465,0.366666667
spaetzle,2,0.810951852,0.833333333
stoneground corn,2,0.810944444,0.5
sodium pyrophosphate baking soda,2,0.810789682,0.16374269
watermelon juice from concentrate,2,0.810693827,0.375
creme cookie,2,0.810194445,0.666666667
turmeric oil,2,0.809667064,0.115131579
filling parmesan cheese,2,0.809541667,0.666666667
tomato ketchup,2,0.809166667,0.375
cardamom oleoresin,2,0.808902778,0.083333333
di-alpha-tocopherol,2,0.808605903,0.138528139
lysozyme from egg,2,0.808138889,0.181818182
mushroom broth concentrate,2,0.80762963,0.25
mushroom juice,2,0.80762963,0.222222222
ground sumac,2,0.807430556,0.2
beef steak,2,0.807101852,0.666666667
bone white meat chicken patty,2,0.806916667,2
oleoresin basil,2,0.806777778,0.166666667
extractive basil,2,0.806777778,0.142857143
white nonpareil,2,0.80631918,0.2
pureed cauliflower,2,0.805847223,0.5
pureed onion,2,0.805847223,0.4
agave fiber extract,2,0.804697222,0.285714286
cinnamon oil,2,0.804618519,0.4
salsa verde,2,0.804583334,0.533333333
softener,2,0.804376068,0.154761905
beef-water,2,0.804,0.666666667
sauce tomato pureeee,2,0.803409723,0.285714286
applewood flavor,2,0.803296296,0.5
batter mix,2,0.803296296,0.4
buffalo seasoning,2,0.803259259,0.5
almond dry,2,0.8030291,0.35
onion dijon vinaigrette,2,0.803004629,1.5
white meat chicken chunk,2,0.802916667,2
pecorino romano cheese sheep milk,2,0.802861111,0.4
chicken flavor bone broth concentrate,2,0.802388889,1
dark,2,0.801660909,1.0625
brie cheese,2,0.80153395,1.5
pesto,2,0.801416667,0.188034188
vanilla ground,2,0.800583334,0.25
chocolate chip cookie dough,2,0.800256173,0.75
whey protein crisp,2,0.799871795,0.433333333
macaroon,2,0.799694445,2
than calcium silicate,2,0.799555556,0.133333333
root extract,2,0.799141124,0.210144928
concentrated,2,0.79909651,0.325
after,2,0.799049019,1.0625
that silicon dioxide,2,0.799042901,0.14354067
black soybean,2,0.79874074,0.225
tomato flavor,2,0.798424515,0.416666667
white turkey meat,2,0.798357408,0.333333333
turkey meat powder,2,0.798357408,0.117647059
fd cyellow no 6,2,0.798320908,0.130252101
sea salt blend,2,0.79825,0.25
sucrose acetate isobutyrate,2,0.797946551,0.158823529
alder salt,2,0.797027778,0.4
dark chocolate confectionery,2,0.796980092,0.5
ground yellow corn masa flour,2,0.796895834,0.666666667
dextrose salt,2,0.796855555,0.416666667
maple syrup1,2,0.796483025,0.148351648
caramel color1,2,0.796371111,0.080128205
powder sugar,2,0.79631217,0.388888889
apple cider vinegar1,2,0.796165088,0.091097308
meyer lemon juice,2,0.7960225,0.202020202
chicken flavor broth concentrate,2,0.79585108,0.201680672
rub,2,0.79390305,0.236111111
buckwheat groats1,2,0.793685185,0.225
pancetta,2,0.793424074,0.5
pecorino cheese,2,0.793424074,0.285714286
pure vanilla powder,2,0.793218056,0.333333333
adzuki beans1,2,0.79316059,0.253968254
yellow corn kernel,2,0.793101307,0.236111111
cardamon,2,0.792903739,0.169934641
potassium sorbate freshness,2,0.792787037,0.222222222
blueberry cranberry,2,0.792438889,0.833333333
topping cane sugar,2,0.792268518,0.138888889
ethyl vanillin,2,0.791816817,0.108823529
pasta flour,2,0.791798246,0.211111111
apple slice,2,0.79150463,2
mochi dough cane sugar,2,0.791290936,0.211111111
alcohol freshness,2,0.791163121,0.092156863
s salt,2,0.790730994,0.316666667
licorice powder,2,0.790683183,0.108187135
ground sesame seed paste,2,0.790664875,0.129166667
catsup,2,0.790514815,0.267857143
liquor,2,0.789640351,0.211111111
multigrain crust,2,0.787606482,2
wheat four,2,0.787177778,0.833333333
glyceryl lacto ester,2,0.787137346,0.342857143
chicken bone broth base,2,0.787046296,0.666666667
onion concentrate,2,0.787046296,0.142857143
puff pastry,2,0.786614815,2
wild blueberry,2,0.786425926,0.4
breakfast sausage crumble,2,0.786350926,0.5
orange powder,2,0.786238647,0.176923077
ergocalciferol topping grain oat,2,0.786144444,0.166666667
almond milk yogurt almond milk,2,0.785055556,2
veggie bacon,2,0.785024581,0.342857143
meyer lemon puree,2,0.78499008,1
tempura white meat chicken fritter,2,0.784638889,0.666666667
watermelon protein,2,0.784490741,0.5
pumpkin protein powder,2,0.784490741,0.4
tricalcium phosphate processing aid,2,0.784490741,0.153846154
lactic acid is derived from beet sugar,2,0.784388889,0.5
apple pectin,2,0.784126158,0.342857143
except those in celery powder,2,0.784,0.285714286
jerky,2,0.783416667,2
e,2,0.783246784,0.211111111
bread flour,2,0.783195139,1.333333333
vegetable protein product,2,0.782546296,0.666666667
licorice,2,0.782012169,0.14957265
shrimp paste,2,0.781465608,0.190909091
black gram lentil,2,0.781277778,0.4
tortilla alaska pollock,2,0.781194445,2
white corn masa flour,2,0.780916667,1
ground white corn masa flour,2,0.780916667,0.666666667
florida red pepper strip,2,0.779612963,0.666666667
mold inhibitor,2,0.778769097,0.145454545
dark chocolate peanut,2,0.777788889,0.833333333
riboflavin for color,2,0.777664856,0.1625
meat flour,2,0.777617647,0.257575758
imo,2,0.777361111,0.4
country gravy water,2,0.777327161,1.125
beef concentrate,2,0.776603543,0.211111111
paprika oil,2,0.776255556,0.115131579
paprika piece,2,0.775606349,0.114379085
chicken strip,2,0.774138889,1.111111111
canola oil blend,2,0.773961574,0.5
sriracha,2,0.773763426,0.333333333
algal flour,2,0.773660317,0.115131579
green jalapeno,2,0.773541667,0.333333333
grass-fed,2,0.773284723,2
feta,2,0.7727,0.833333333
dark brown cane sugar,2,0.772619048,0.583333333
plain yogurt,2,0.771421569,0.236111111
fish bone,2,0.771378601,0.45
sodium tripolyphosphate moisture,2,0.771191358,0.233766234
clam flavor,2,0.771090278,0.285714286
wrapper wheat flour,2,0.771037963,0.135746606
plant cheese,2,0.770689815,2
batavia,2,0.770626985,0.233333333
cornbread,2,0.770513889,1.5
sauce curry paste,2,0.770398148,0.181818182
baby lettuce,2,0.770233333,0.833333333
chickpea flake,2,0.770092593,0.45
marinade,2,0.769613426,0.666666667
virgin oil,2,0.768990196,0.236111111
sour cherry spread,2,0.768944445,1
shirokoshi,2,0.768888889,0.285714286
oat kernel,2,0.768845238,0.583333333
slice grass-fed beef,2,0.768333333,2
evoo,2,0.76825,0.5
oleoresin asafoetida,2,0.768067252,0.215909091
caking agent,2,0.768017094,0.157575758
pineapple tidbit,2,0.767550505,0.458333333
mono calicum phosphate,2,0.767439394,0.122222222
pepperoncini pepper,2,0.767257209,1.333333333
mayo spread,2,0.767064236,1.333333333
chow mein noodle,2,0.767025278,1.111111111
by,2,0.766951389,0.4
veggie chili,2,0.766892593,0.666666667
water tomato,2,0.766761111,0.142857143
komi,2,0.766486111,0.342857143
mac,2,0.765944445,2
pacific,2,0.765920635,0.583333333
tart cherry powder,2,0.765861111,0.117647059
pure apple juice from,2,0.765041666,2
black pepper sauce water,2,0.764930556,0.111455108
bone chicken breast with rib meat water,2,0.764725926,2
maltodextrin salt yeast extract spice natural flavor garlic powder onion powder,2,0.764725926,1
with wheat flour water yellow corn flour corn starch dextrose salt sugar yeast,2,0.764725926,0.666666667
black seaweed,2,0.764347222,0.202020202
egg product,2,0.764079365,1.166666667
oatmeal oat,2,0.764,2
red jalapeno pepper puree,2,0.763683201,0.5
fish protein,2,0.763533333,0.833333333
habanero chile powder,2,0.763320641,0.190909091
chicken bone dark meat chicken,2,0.763055556,0.153846154
emulsion stabilizer,2,0.762840643,0.211111111
everything bagel seasoning,2,0.762083333,0.444444444
garlic parmesan sauce,2,0.762077778,0.833333333
steak seasoning,2,0.761727223,0.833333333
chicken bone broth concentrate,2,0.761470284,0.093073593
batter coating,2,0.761263889,1
chunk yellowfin tuna in water with salt,2,0.761036111,0.392156863
tomato strip,2,0.760374339,0.7
vegetable carrot,2,0.760143369,0.135964912
cream blend,2,0.760049383,0.276923077
lobster stock,2,0.759494444,0.166666667
fettuccini,2,0.759041666,2
vermicelli pasta,2,0.758690476,0.583333333
dressing vegenaise,2,0.758041667,2
seasoning onion powder,2,0.757710649,0.5
red bell pepper base,2,0.7575,0.181818182
cheddarblueparmesanromano cheese powder,2,0.757258065,0.129166667
l-arginine,2,0.757104592,0.081666667
basil pesto,2,0.756083333,0.666666667
anchovy type flavor,2,0.755143827,0.135746606
mirasol,2,0.754759259,0.45
chicken without bone,2,0.754398148,0.666666667
5,2,0.754307778,0.208333333
tikka masala sauce,2,0.75387963,1
pomegranate fruit powder,2,0.753599538,0.117647059
tomatillo-cilantro sauce,2,0.753277778,2
white navy bean,2,0.752722222,0.666666667
pasilla red chile,2,0.752328283,0.366666667
tempura crunch,2,0.752052706,0.157258065
corn tortilla chip,2,0.751222222,0.4
chipotle adobo paste,2,0.751222222,0.2
thai basil flavor,2,0.751208333,0.105263158
pesto sauce,2,0.750894444,0.416666667
tapioca sapp,2,0.750889899,0.088141026
sauteed mushroom,2,0.750500817,0.124542125
h,2,0.750351736,0.133333333
pea concentrate,2,0.750342593,1
matcha green tea powder,2,0.750011364,1.047619048
herbe provence,2,0.749905229,0.326923077
smoke powder,2,0.749596759,0.158730159
flagship cheese,2,0.749402778,0.666666667
bing cherry,2,0.749388889,0.3
fettuccine,2,0.749356482,1
orange sauce,2,0.748611111,0.257575758
tamarind chutney,2,0.747333333,0.21978022
acidulant,2,0.747277778,0.181818182
sulfite part,2,0.747277778,0.153846154
parmesan style cheese,2,0.746945371,0.5
quinoa1,2,0.746922705,0.225490196
chicken base marinade,2,0.746511574,0.4
extractive carrot,2,0.746511574,0.133333333
paprika spice,2,0.746485555,0.21978022
turkey meat,2,0.746409722,0.571428571
white cane vinegar,2,0.746266284,0.172619048
squash,2,0.74589899,0.392857143
mushroom broth base,2,0.745506039,0.089668616
nut butter,2,0.745388889,0.666666667
casalingo salami pork,2,0.745208333,2
lactic acid starter culture culture culture white cheddar cheese milk,2,0.745208333,0.222222222
enzyme cherry montmorency red tart cherry,2,0.745208333,0.181818182
savory flavor,2,0.74507971,0.176923077
with barley,2,0.744597222,0.166666667
pork sausage crumble,2,0.744461111,0.5
cookie crumb,2,0.744222222,0.222222222
fire chili pepper,2,0.744215185,0.833333333
jalapeño pepper powder,2,0.743789095,0.192857143
tomato sauce seasoning,2,0.743549228,0.342857143
in collagen casing from dairy,2,0.743240741,0.190909091
asiago cheese blend,2,0.742719017,0.30952381
red tomato,2,0.742301967,1.142857143
diglyceride from vegetable oil,2,0.741947447,0.112121212
monoglyceride from vegetable oil,2,0.741947447,0.112121212
summer truffle breaking,2,0.741611111,0.153846154
annatto vegetable color,2,0.741499118,0.201923077
green curry paste,2,0.741367284,0.233766234
grain toast,2,0.741125,1
romano cheese concentrate,2,0.741027778,0.166666667
spice paprika,2,0.740665799,0.129554656
ascorbic acid freshness,2,0.740554445,0.219298246
egg salad,2,0.740333334,2
turkey tenderloin,2,0.740218519,0.833333333
sauerkraut,2,0.740166667,2
grain black rice,2,0.740166666,1.25
cupric oxide,2,0.739138889,0.076923077
three cheese cheddar cheese,2,0.738997666,0.236111111
cayenne organic,2,0.738877778,0.104166667
mirepoix stock,2,0.738501984,0.583333333
green chili green chily,2,0.738323327,0.174242424
oat blueberry,2,0.737911111,0.625
white meat chicken patty,2,0.7375,0.666666667
chili flavor,2,0.736666667,0.302631579
beer white meat chicken strip patty,2,0.736527778,2
cognac,2,0.735544577,0.233333333
cilantro puree,2,0.735539683,0.291666667
grana padano pdo cheese,2,0.735529915,0.433333333
extractive vanilla bean,2,0.735441607,0.09733124
three cheese ravioli,2,0.734805555,2
ergocalciferol mushroom powder,2,0.733666667,0.166666667
almond almond,2,0.733611111,0.340909091
black bean water,2,0.733204861,0.064777328
ginger caramel syrup,2,0.732985185,1
corn tortillas corn,2,0.732799145,0.052525253
monocalcium phospahte,2,0.732083333,0.111111111
green tomatillo,2,0.731651667,1.111111111
chicken breast tender,2,0.731552315,2
egg flavor with natural flavor,2,0.731190476,0.145833333
salsa ranch dressing,2,0.731101852,1
sunflower lecithin by USa,2,0.731037037,0.45
asadero,2,0.73095081,0.182857143
egg yolk solid,2,0.730825231,0.126984127
chocolate cashew,2,0.730805556,0.666666667
filling water,2,0.730537518,1.1
chocolate cane sugar,2,0.730481482,0.625
sake wine,2,0.729765212,0.276315789
bacon topping,2,0.729548611,0.253968254
piquillo pepper,2,0.728361111,1.5
cheese mozzarella cheese,2,0.728118519,2
marinara saucewater,2,0.728118519,0.090909091
oaxaca cheese,2,0.728107843,0.124542125
yogurt milk,2,0.727731482,2
yuzu juice,2,0.727544974,0.7
red chile pod,2,0.727123016,0.666666667
than sunflower oil,2,0.726656863,0.118055556
american cheese spread,2,0.726367521,0.30952381
fish stock base,2,0.726322222,0.166666667
colorado sauce,2,0.726077097,0.583333333
with dextrose,2,0.725983003,0.14973262
cauliflower pasta,2,0.725972222,2
orange marmalade,2,0.725961342,0.666666667
fish stock concentrate,2,0.725220165,0.153409091
kikurage mushroom,2,0.724788773,0.533333333
milk whey,2,0.723861111,0.4
colored frosting,2,0.723548148,1.333333333
leek juice concentrate,2,0.723442652,0.132478632
vegan worcestershire sauce,2,0.72325404,0.366666667
chicken salad,2,0.723150463,2
soy protein isolate vitamin,2,0.722917328,0.142857143
mineral zinc gluconate,2,0.722917328,0.133333333
s whey solid,2,0.722693056,0.10230179
cheddar spread,2,0.722626389,1
sesame seed paste,2,0.722148148,0.375
faba bean protein concentrate,2,0.721744444,0.416666667
rice wrapper,2,0.721577778,0.583333333
gf oat,2,0.721118055,0.533333333
spinach ball,2,0.721111111,1
cocoa rice crisp,2,0.720722222,0.333333333
garlic rice water,2,0.720496296,1.071428571
corn in lime,2,0.718888889,0.4
anaheim pepper puree,2,0.718888889,0.285714286
butter concentrate,2,0.718717786,0.167832168
crimini,2,0.718466666,0.416666667
chianti wine,2,0.718444445,0.375
lactobacillus delbrueckii sub sp bulgaricus,2,0.718185186,0.2
lactobacillus paracasei,2,0.718185186,0.181818182
propionibacterium freudenreichii shermanii,2,0.718185186,0.166666667
soy protein from soybean,2,0.718118619,0.118589744
rice seasoning,2,0.717559581,0.547619048
beef bone broth powder,2,0.717387153,1.142857143
ssalt,2,0.716421958,0.2
white truffle oil,2,0.715634524,0.277777778
potassium metabisulphite,2,0.714777778,0.416666667
avocado ranch dressing,2,0.71425,1
ferrous,2,0.713090278,0.666666667
bone dark meat chicken,2,0.712780093,0.545454545
plant sterol,2,0.712774691,0.158823529
milk with vitamin d,2,0.712201852,0.833333333
forto cold coffee,2,0.712041204,2
fair-trade,2,0.712041204,0.666666667
caffeine from coffee,2,0.712041204,0.333333333
beef steak dice,2,0.711952381,0.583333333
corn starch product,2,0.711837449,0.45
blue food color,2,0.711506173,0.75
pomegranate fruit extract,2,0.710046643,0.41025641
pure apple juice,2,0.709978148,1.25
white meat chicken strip,2,0.709638889,0.666666667
all spice,2,0.709477778,0.166666667
wheat wrap,2,0.709208333,2
cajun seasoning,2,0.709142857,0.291666667
corky bar-b-q sauce,2,0.707444445,1
madagascar vanilla extract,2,0.707136363,0.183333333
lemon salt,2,0.707115079,0.194444444
muscovado sugar,2,0.706607407,0.833333333
sea clam broth concentrate,2,0.706419048,0.115131579
coconut base,2,0.706392593,2
flax meal flavor blend cacao,2,0.705777778,0.125
vanilla flavor fruit,2,0.705777778,0.095238095
haas avocado,2,0.705552469,1.5
concord grape juice,2,0.704234762,1.111111111
paste,2,0.703808642,0.25
tomato basil seasoning,2,0.7035,0.5
extractive tomato,2,0.7035,0.117647059
with wheat flour water salt corn starch sugar yellow corn flour,2,0.703349207,0.666666667
spice extract paprika extract onion powder paprika extract,2,0.703349207,0.4
with vinegar cayenne red pepper water salt food starch paprika oleoresin,2,0.703349207,0.285714286
seasoning mix,2,0.703267361,0.533333333
anchovy sauce,2,0.703098611,0.135746606
psyllium husk fiber,2,0.702847466,0.316666667
artichoke quarter,2,0.701836707,2
tofu1,2,0.701805556,1
wheat grass juice probiotic,2,0.700451317,0.041276596
bilberry,2,0.699953704,0.5
miso soup,2,0.699818982,0.5
dashi kombu,2,0.699818982,0.285714286
white cheese,2,0.699277778,2
stuffed in collagen casing,2,0.69917963,0.135746606
black tea kombucha culture,2,0.698836112,1
blend cream buttermilk,2,0.6985,2
vegan flavor,2,0.698378704,0.4
custom blend,2,0.697451646,0.45
garlic power,2,0.697354166,0.4
muenster cheese,2,0.697102273,0.458333333
cauliflower cauliflower,2,0.696860185,2
faba bean protein powder,2,0.696860185,0.176923077
ancho pepper powder,2,0.696860185,0.142857143
white corn masa,2,0.696475,0.625
garlic purée,2,0.695901455,0.583333333
orange food color,2,0.695450206,0.225
pico de gallo,2,0.69504321,0.75
elion root,2,0.694482871,0.5
turmeric1,2,0.694346253,0.099537037
skin chicken breast fillet with rib meat,2,0.694277778,1
kamut flour,2,0.691837838,0.108187135
zucchini puree,2,0.691650793,0.35
slice wagyu beef,2,0.691555555,2
chicken breast fillet,2,0.691472223,2
crust tapioca starch,2,0.691383333,2
concentrated juice white grape,2,0.691203704,0.375
with crumb,2,0.691067593,0.5
ranch dip,2,0.691027315,0.666666667
sea salt spice,2,0.690766725,0.41025641
pure blend per 12 cup 100 billion at time,2,0.690544445,0.416666667
oleorsin paprika,2,0.690511166,0.257575758
cottonseedrapeseed oil,2,0.689944445,0.285714286
cru cheese,2,0.689584568,0.75
egg with citric acid,2,0.68807037,0.375
blend cold olive oil,2,0.687557804,1
milk with vitamin c,2,0.687437434,0.7
hatch green chili pepper,2,0.687254444,0.833333333
bison bone,2,0.687028793,0.552631579
bishop weed,2,0.686091325,0.057210031
butter ghee,2,0.685200762,0.257575758
muskmelon,2,0.685047619,0.067307692
harissa,2,0.684132691,0.583333333
sea clam,2,0.683027778,0.7
lemon juice concentrate gim five apple,2,0.681675926,0.5
lemon juice concentrate apple banana apple,2,0.681675926,0.666666667
cilantro mint chutney,2,0.681503876,0.10591133
dutch process cocoa,2,0.680868055,0.533333333
sauce powder,2,0.680542592,0.342857143
thyme oil,2,0.680222222,0.25
tomato fiber,2,0.678733797,0.25
salt calcium chloride,2,0.678518519,0.1875
by fairtradeusa,2,0.678160494,0.342857143
ripptein,2,0.677623148,1
kelp stock,2,0.67720776,1.5
ground sunflower seed,2,0.677125,2
ground pumpkin seed,2,0.677125,0.222222222
chile arbol,2,0.676828283,0.196428571
soy protein1,2,0.676757716,0.342857143
white peppercorn,2,0.674738095,0.212121212
dark cocoa powder,2,0.674558081,0.392857143
california plum tomato,2,0.673101852,1.5
seaweed flake,2,0.672897119,0.177631579
sunflower oil sea salt,2,0.672486111,1
barbeque sauce,2,0.671731482,1
turkey sausage crumble,2,0.671111111,0.666666667
egg flavor,2,0.671111111,0.211111111
yellow fin tuna,2,0.671069445,1.5
no sugar dark chocolate chip,2,0.671055556,1
genoa salami,2,0.670133333,1.25
sherry wine reduction,2,0.669526786,0.143589744
chipotle paste,2,0.667478052,0.245454545
pizza seasoning,2,0.667465151,0.611111111
roti,2,0.667403509,0.558823529
in pork fat,2,0.667380255,0.258823529
wheat protein flour,2,0.667039352,0.533333333
vine leaf,2,0.666450133,1
lupin bean,2,0.666407407,2
gr,2,0.666065046,1.333333333
process monterey jack cheese,2,0.665142256,0.366666667
cremini mushroom,2,0.66513492,0.583333333
dressing soybean oil,2,0.664529914,0.30952381
cilantro flavor,2,0.662944445,0.167832168
coconut mct oil,2,0.662933334,0.5
vegetable green cabbage,2,0.66262963,2
grape juice for color,2,0.662583333,0.5
free-range turkey,2,0.662471065,2
parmesan style cheese alternative,2,0.662440741,0.416666667
dill flavor,2,0.661793651,0.190909091
spice-,2,0.660524074,0.285714286
goat,2,0.66026713,2
binder product steak strip,2,0.659611111,0.4
white chicken breast meat,2,0.658476852,2
ground annatto seed,2,0.656961989,0.211111111
alligator pepper,2,0.656866534,0.625
garlic pastry wheat flour,2,0.65672807,0.211111111
salt sauce water,2,0.656553333,0.16025641
tofu bean curd,2,0.65615873,0.190909091
canola oil2,2,0.655316667,0.202020202
chicken flavor base,2,0.655178539,0.666666667
sugar maltodextrin,2,0.6543,0.2
edamame puree,2,0.65425,0.222222222
queso blanco cheese,2,0.654083334,0.666666667
coconut mylk,2,0.653,2
pepperoncini,2,0.652550331,2
er root,2,0.652030622,0.285714286
stabilizer-xanthan,2,0.649888889,0.5
banana pepper,2,0.649631482,1.2
redmond salt,2,0.64938172,0.129166667
